"donorID","subproject","0","12","5","8","10","4"
"1","P697-1",2467,2241,2216,1897,0,0
"3","P697-1",2905,2885,2854,0,1891,0
"5","P697-1",2474,2377,2066,0,1569,0
"8","P697-1",3963,3739,2704,0,2281,0
"2","P697-2",0,1661,1763,0,1825,0
"6","P697-2",564,602,627,0,585,0
"7","P697-2",2471,2678,2374,0,2181,0
"9","P697-2",3316,3182,0,0,874,2899
