"0","10","12","4","5","8"
1251,0,1259,0,699,818
0,526,710,0,420,0
1084,464,1017,0,832,0
973,228,1019,0,592,0
385,400,426,0,301,0
947,598,1093,0,537,0
1446,1055,1241,0,726,0
1310,186,1104,740,0,0
