"0","10","12","4","5","8"
1,0,3,0,0,5
0,11,11,0,0,0
10,15,15,0,4,0
4,4,6,0,0,0
5,3,2,0,4,0
4,4,2,0,1,0
18,10,23,0,4,0
16,7,42,4,0,0
